StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_mail_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_mail_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,H_look_A1_1_1,H_look_A2_1_1,H_outcome_A1_1,H_outcome_A2_4,H_look_A2_2_1,H_look_A1_2_1,H_outcome_A2_1,H_outcome_A1_4,G_Check_fact_1,G_Check_mail_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_mail_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,G_look_A1_1_1,G_look_A2_1_1,G_outcome_A1_1,G_outcome_A2_4,G_look_A2_2_1,G_look_A1_2_1,G_outcome_A2_1,G_outcome_A1_4,B_Check_fact_1,B_Check_mail_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_mail_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,B_look_A1_1_1,B_look_A2_1_1,B_outcome_A1_1,B_outcome_A2_4,B_look_A2_2_1,B_look_A1_2_1,B_outcome_A2_1,B_outcome_A1_4,Age,Gender,Q390,SC0,condition,order
26/01/2021 15:17,26/01/2021 15:19,0,212.162.151.190,100,148,1,26/01/2021 15:19,R_1jdGI8eJILj38lM,,,,,41.87770081,-87.63760376,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5," “Splendor” is as effective as “Flora”, but also has a negative effect. It harms delicate rose types such as the Bourbon rose.",4,6,1,2,1,1,5,gone differently,4,6,,,,,62,42,44,74,,,,,,,,,,,,,,,,,,,,,,,,,28,1,none,0,2,2
26/01/2021 14:55,26/01/2021 15:20,0,98.212.214.93,100,1469,1,26/01/2021 15:20,R_1GE6qW588h7Fmo7,,,,,42.01280212,-88.09670258,anonymous,EN,Emma,,,,,1,1,1,2,1,"If Dr. Jones had enquired and researched more about the drug,  the patient would not have suffered leg cramps.",1,2,1,1,2,2,2,"If dr. Smith had known the side effect of the drug, the patient would not have suffered leg cramps.",1,2,,,,,26,100,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,0,1,2
26/01/2021 14:57,26/01/2021 15:20,0,63.75.255.235,100,1352,1,26/01/2021 15:20,R_3DEhRXkbJEa6jRv,,,,,42.58360291,-83.49890137,anonymous,EN,,,,,James,1,2,1,2,7,not use of the afibo,7,7,1,2,2,1,7,you not a  corus,7,6,,,,,93,92,95,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,,0,1,2
26/01/2021 15:10,26/01/2021 15:20,0,208.203.217.161,100,570,1,26/01/2021 15:20,R_3OqTNlkDQeA4xGY,,,,,42.3513031,-71.13700104,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If they are clear with his point, the Bourbone roses would not have died.",6,7,1,1,2,2,5,"If they are loved everyone then, the China roses would not have died.",6,6,,,,,100,67,51,86,,,,,,,,,,,,,,,,,,,,,,,,,35,1,great deal,0,2,2
26/01/2021 15:14,26/01/2021 15:22,0,196.17.64.189,100,442,1,26/01/2021 15:22,R_3jZijAp2jsyfWdo,,,,,34.05439758,-118.2440033,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,"if garden manager indicate the side effect of Splendor, the Bourbon roses would not have died",3,2,1,1,2,2,3,i bob slightly apply the Nutri the chine roses would not have died,6,4,,,,,97,93,84,96,,,,,,,,,,,,,,,,,,,,,,,,,31,2,nothing,0,2,2
26/01/2021 15:17,26/01/2021 15:25,0,74.72.142.129,100,484,1,26/01/2021 15:25,R_z6Tar0APo7YZlM5,,,,,41.59469604,-74.50360107,anonymous,EN,,,Ava,,,1,1,1,2,5,"Dr. Jones had known about the side effects, she would have chosen a different drug and",2,6,1,1,2,2,6,Dr. Smith had done research about the side effects of Corus,2,6,100,38,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,0,1,1
26/01/2021 15:10,26/01/2021 15:25,0,73.208.120.156,100,892,1,26/01/2021 15:25,R_2EoVNyQXkaiXZQz,,,,,41.94500732,-87.79959869,anonymous,EN,,Benjamin,,,,1,1,1,2,5,Dr Jones had researched the drug herself rather then just relying on one pharmacist,5,5,1,1,2,2,6,Dr Smith had researched the drug before prescribing it,6,6,,,,,22,95,90,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,,0,1,2
26/01/2021 15:18,26/01/2021 15:29,0,107.77.219.175,100,625,1,26/01/2021 15:29,R_22JEqZx264v6o5H,,,,,29.97869873,-95.58450317,anonymous,EN,,,,,James,1,1,1,2,7,If Dr. Jones had researched the drug before prescribing it to one of her patients then the patient would not have suffered leg cramps.,7,7,1,1,2,2,6,"If Dr. Smith had read up on all there was to know about the drug before prescribing it as she should have, the patient would not have suffered leg cramps.",7,7,,,,,17,97,93,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,It is always the doctor's responsibility to find out the side effects of a drug they are considering prescribing.  That is their job so they don't kill people...or at least that is my understanding.,0,1,2
26/01/2021 15:26,26/01/2021 15:30,0,73.195.83.118,100,217,1,26/01/2021 15:30,R_1fkhh8gZfLoowoy,,,,,40.07069397,-74.50689697,anonymous,EN,,,,,James,1,1,1,2,1,the email including the information about Afibo's side effects,1,1,1,1,2,2,3,had not prescribed Corus,4,1,,,,,11,89,82,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,,0,1,2
26/01/2021 14:50,26/01/2021 15:30,0,198.7.56.170,100,2420,1,26/01/2021 15:30,R_p3Gtw5IylDiziIp,,,,,38.9815979,-77.00440216,anonymous,EN,Emma,,,,,1,1,1,2,1,"If Dr. Jones had been aware of the side effects of the Afibo drug, it would not have been administered to the patient and the side effect would have been prevented",1,1,1,1,2,2,1,"If information causing the side effects of Corus had been provided to Dr. Smith, the Dr would have not described the drug to the patient and the side effect would being averted",1,1,100,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,No errors,0,1,1
26/01/2021 15:18,26/01/2021 15:32,0,50.231.89.191,100,823,1,26/01/2021 15:32,R_28MoCLuG6YGUlWo,,,,,33.89830017,-84.58930206,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If the manager has included the proper details , the customer would not have suffered an allergic reaction.",2,2,1,1,2,2,4,the manager included the details of new Flour brand as that contains Hazlenut and If Anne was read the mail it would doesn't made the customer to be suffered by an allergic reaction.,5,5,,,,,8,100,89,6,43,2,None,0,3,2
26/01/2021 15:30,26/01/2021 15:33,0,75.129.254.146,100,202,1,26/01/2021 15:33,R_3Dj8j99CHXUUllx,,,,,38.52729797,-89.13559723,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the magazine would have printed the right information.,5,2,1,1,2,2,5,Bob did more research,6,5,84,35,38,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,2,1
26/01/2021 15:31,26/01/2021 15:36,0,45.20.101.163,100,288,1,26/01/2021 15:36,R_12lIKEEQhQf6wgl,,,,,26.6598053,-80.24289703,anonymous,EN,,,Ava,,,1,1,1,2,1,the pharmacy manager would have included the side effect information for the drug,1,1,1,1,2,2,1,the pharmacy manager would have put the side effect information in the email and Dr Smith would have read that email,1,1,98,50,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,0,1,1
26/01/2021 15:29,26/01/2021 15:38,0,173.239.226.7,100,514,1,26/01/2021 15:38,R_5alLFt8FxQqFs1H,,,,,41.84829712,-87.65170288,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,if the gardener had not changed the previous fertilizer,1,1,1,1,2,2,1,the fertilizer supplier had not changed the previous product,1,1,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31,1,none,0,2,2
26/01/2021 15:37,26/01/2021 15:42,0,64.83.232.16,100,322,1,26/01/2021 15:42,R_2XgkFfiL2e8Kxlr,,,,,44.00900269,-92.3934021,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the email contained the harmful information of the fertilizer 'Splendor',",1,1,1,1,2,2,2,"Bod did not fertilize the China roses with the fertilizer 'Nutrit',",1,2,,,,,49,100,51,0,,,,,,,,,,,,,,,,,,,,,,,,,44,1,,0,2,2
26/01/2021 15:37,26/01/2021 15:43,0,74.65.215.100,100,360,1,26/01/2021 15:43,R_1mzxYZCMfRx1uTZ,,,,,40.71490479,-73.98930359,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,The manager properly included ingredient information about Harvest containing traces of walnuts,3,3,1,1,2,2,5,The manager properly included information about Homestead containing traces of hazelnuts and Anne read the email.,5,4,,,,,21,85,96,1,24,1,,0,3,2
26/01/2021 15:31,26/01/2021 15:44,0,71.234.233.198,100,728,1,26/01/2021 15:44,R_25ARnnBgYRlYOs0,,,,,41.31860352,-72.93019867,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,the manager would have wrote in the email that the new flour contained traces of walnuts ,1,1,1,1,2,2,4,Anne didn't make the cake,1,1,,,,,51,100,50,49,29,1,,0,3,2
26/01/2021 15:35,26/01/2021 15:45,0,71.234.208.24,100,624,1,26/01/2021 15:45,R_eb0SCjxWVH3qY9j,,,,,41.53619385,-72.08329773,anonymous,EN,,,,Noah,,1,1,1,2,6,Dr Jones prescribed Heparine instead of Afibo,7,7,1,1,2,2,7,"Dr Smith prescribed Sanguin instead of Corus,",7,7,100,0,51,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,Thanks for the survey.,0,1,1
26/01/2021 15:13,26/01/2021 15:55,0,8.44.142.253,100,2509,1,26/01/2021 15:55,R_Z1X18vXOGinkc93,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,4,suffered an allergic reaction,4,5,2,1,1,2,4,suffered an allergic reaction,5,4,,,,,76,61,71,65,46,2,,0,3,2
26/01/2021 15:54,26/01/2021 15:58,0,174.250.44.5,100,240,1,26/01/2021 15:58,R_2f0UyGPK6QYyysC,,,,,37.75100708,-97.8219986,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the manufacturer would have followed up with additional ways to warn of an allergen,1,2,1,1,1,2,2,email was followed up with additional ways to make clear that it contains an allergen.,1,2,,,,,9,83,36,46,42,1,,0,3,2
26/01/2021 16:05,26/01/2021 16:06,0,98.220.230.70,100,79,1,26/01/2021 16:06,R_RxmiH9JkkuSSl8Z,,,,,42.04870605,-87.89050293,anonymous,EN,,Benjamin,,,,1,1,1,2,7,Dr Jones had done more research,1,7,1,1,2,2,7,Dr Smith did more research,1,7,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,0,1,1
26/01/2021 15:53,26/01/2021 16:08,0,68.50.145.218,100,939,1,26/01/2021 16:08,R_2rIcKKfLhXTQNeO,,,,,39.8704071,-86.21659851,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,he care about,6,6,1,1,2,2,6,he knows about ,6,7,85,84,88,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,nice,0,2,1
26/01/2021 16:06,26/01/2021 16:15,0,71.203.132.231,100,550,1,26/01/2021 16:15,R_9mKzA8t7jvpMAil,,,,,30.2230072,-81.7594986,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the manager browsed the email after it was sent and made sure that the information was correct, the customer would not have suffered an allergic reaction.",1,1,1,1,2,2,6,"If Anne had read the email asked the manager details about the flour, the customer would not have suffered an allergic reaction.",4,4,,,,,4,100,83,0,39,2,I did not have any issues with the survey.,0,3,2
26/01/2021 16:15,26/01/2021 16:20,0,75.133.29.59,100,310,1,26/01/2021 16:20,R_2rqIKToIBcoJ1zr,,,,,44.44549561,-83.35810089,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,If the company had disclosed in their email that Spelendor can harm Bourbon roses Alex wouldn't have used it and. ,1,1,1,1,2,2,2,If the company had disclosed that it harmed the China roses and if Bob had read the email.,1,1,,,,,10,86,61,1,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,0,2,2
26/01/2021 16:12,26/01/2021 16:21,0,96.11.217.118,100,522,1,26/01/2021 16:21,R_1jkP1V03tED9yDY,,,,,38.00520325,-84.42299652,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,The manager had double check the email to make sure the information was in there,1,1,1,1,2,2,4,he had read the email and the manager had put in the information correctly,4,4,100,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,,0,2,1
26/01/2021 16:20,26/01/2021 16:23,0,99.26.245.247,100,196,1,26/01/2021 16:23,R_2cjG5bQR8lvHqoQ,,,,,34.96890259,-82.14800262,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,the manager included the info about nuts in the email,1,1,1,1,2,2,3,the email included the relevant info on nuts,1,1,100,0,0,100,,,,,33,1,,100,3,1
26/01/2021 14:55,26/01/2021 16:30,0,73.207.115.107,100,5662,1,26/01/2021 16:30,R_1rDlBkKOZv7bd4E,,,,,34.12600708,-84.57520294,anonymous,EN,,,,Noah,,1,2,1,2,6,the blood thinning drug don't drugs,5,6,1,2,2,1,6,the patient doesn't blood thinning drug,5,5,,,,,76,60,65,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,0,1,2
26/01/2021 16:21,26/01/2021 16:30,0,72.192.57.219,100,522,1,26/01/2021 16:30,R_1geA1aQlEHNpT83,,,,,41.99159241,-72.55999756,anonymous,EN,,Benjamin,,,,1,1,1,2,1,"If the company had included the warning information about the leg cramps, Dr. Jones would have seen it because she read the email carefully and she would have known not to give it to the patient.",7,1,1,1,2,2,6,The company would have had to include the warning about leg cramps in the email and Dr. Smith would have had to read her email and not recommend this medicine to the patient.,5,4,,,,,5,100,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,,0,1,2
26/01/2021 16:35,26/01/2021 16:38,0,71.224.61.98,100,146,1,26/01/2021 16:38,R_xuyAVIae9Vmvl2p,,,,,40.07820129,-75.12989807,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,the email said that the roses would be harmed,2,2,1,1,2,2,5,Bob knew that the fertilizer caused harm to the roses,1,2,87,36,48,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,0,2,1
26/01/2021 16:38,26/01/2021 16:44,0,47.37.186.212,100,361,1,26/01/2021 16:44,R_1Gv0RHtRP194DWg,,,,,33.76300049,-118.1773987,anonymous,EN,,,,,James,1,1,4,2,7,the doctor did their job correctly,6,7,1,1,2,2,7,Dr Smith paid attention to the facts,7,7,,,,,11,48,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,0,1,2
26/01/2021 16:38,26/01/2021 16:45,0,172.223.227.18,100,426,1,26/01/2021 16:45,R_2qEMyOm61dJSpfm,,,,,46.25320435,-119.2863998,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,yes of course,4,6,1,2,1,1,5,yes of course,5,6,82,36,60,75,,,,,45,1,not,135,3,1
26/01/2021 16:38,26/01/2021 16:46,0,142.197.43.44,100,496,1,26/01/2021 16:46,R_vvFUuZhvDoXdSgN,,,,,28.91070557,-81.1957016,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the information was in the email, the customer would not have suffered an allergic reaction.",1,1,1,1,2,2,4,"If the company had included the information in the email, the customer would not have suffered an allergic reaction.",1,3,,,,,9,100,80,0,38,2,,0,3,2
26/01/2021 16:50,26/01/2021 16:55,0,24.96.75.62,100,335,1,26/01/2021 16:55,R_1DBWq2oBdguqTYZ,,,,,34.70950317,-86.73609924,anonymous,EN,Emma,,,,,1,1,1,2,4,Dr Jones knew about the leg cramps caused by the medicine,1,4,1,1,2,2,4,Dr Smith knew about the leg cramps because of the medicine,7,4,100,42,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,0,1,1
26/01/2021 16:50,26/01/2021 16:58,0,71.206.240.34,100,433,1,26/01/2021 16:58,R_PCct3ZAmy9bzyF3,,,,,40.02229309,-79.07160187,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,All information regarding what types of roses are harmful to use this fertilizer with ,1,1,1,1,2,2,1,all information had been given regarding the cheaper fertilizer and Bob would have read the email,1,1,,,,,100,100,52,51,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,0,2,2
26/01/2021 16:52,26/01/2021 16:59,0,72.28.57.13,100,400,1,26/01/2021 16:59,R_2e3WDfZ5sTNn5Of,,,,,41.58540344,-75.50119781,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the email included the walnuts,1,1,1,1,2,2,3,Anne new about Homestead having nuts,3,3,,,,,27,100,25,51,28,1,,0,3,2
26/01/2021 17:02,26/01/2021 17:08,0,72.230.127.22,100,394,1,26/01/2021 17:08,R_pQmpWYuziFaIYut,,,,,43.11889648,-76.12709808,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the supervisor would have told Alex of the adverse effects on the bourbon rose,1,1,1,1,2,2,1,Bob had inquired about the fertilizer,2,2,100,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2,,0,2,1
26/01/2021 17:13,26/01/2021 17:16,0,184.61.239.25,100,222,1,26/01/2021 17:16,R_3RyyN30I3HthncO,,,,,42.82350159,-84.23300171,anonymous,EN,,,,Noah,,1,1,1,2,1,"the email had contained information on side effects for AB positive blood patients, ",5,1,1,1,2,2,1,the email had contained side effects and Dr Smoth had read it,5,1,100,21,6,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,,0,1,1
26/01/2021 17:12,26/01/2021 17:18,0,73.232.207.163,100,319,1,26/01/2021 17:18,R_23eDzP3zJ6AThmv,,,,,30.17070007,-95.50189972,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the garden manager had included in his email the information about the fertilizer being harmful,",1,1,1,1,2,2,3,"the garden manager had included the text about the fertilizer harming the roses and if Bob had read the email,",1,1,,,,,88,80,77,2,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,0,2,2
26/01/2021 17:11,26/01/2021 17:19,0,67.166.6.110,100,478,1,26/01/2021 17:19,R_3rIfZFJTyZuvTVs,,,,,39.73210144,-104.9554977,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,Its possible that Alex might have spoken with other gardeners that were aware of the danger the chemical presented and warned him ahead of time. ,7,2,1,1,2,2,7,If Bob took some time to do a simple search of the new fertilizer online he could have easily gotten the information that it would be harmful and therefore the China rose would not have died.,7,5,94,8,7,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,,0,2,1
26/01/2021 17:07,26/01/2021 17:36,0,68.67.244.18,100,1701,1,26/01/2021 17:36,R_3KW9RdklyG7H2Ga,,,,,36.0019989,-80.00039673,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,she did her research or even looked at the allergy warnings on the bag,7,7,1,1,2,2,6,She should have put in the ingredients and looked more up on it to make sure the flour didn't contain traces of nuts. She especially should have looked at the packaging warning on things she cooks with because they have to put allergies on there for a reason/,7,6,,,,,30,70,100,100,29,2,,0,3,2
26/01/2021 17:00,26/01/2021 17:54,0,66.115.177.139,100,3260,1,26/01/2021 17:54,R_3jZI15RqMcalfPo,,,,,32.77870178,-96.82170105,anonymous,EN,Emma,,,,,1,1,1,2,1,the email would have contained the complete information,1,1,1,1,2,2,3,the email was complete and the doctor would have read it,2,3,100,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,0,1,1
26/01/2021 18:03,26/01/2021 18:08,0,97.127.16.118,100,332,1,26/01/2021 18:08,R_2CwFqau1hetcio2,,,,,45.16920471,-93.248703,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,"If Alex knew that the Splendor chemical harms Bourbon roses, they would not have died.",4,2,1,1,2,2,6,"If Bob had been told that the Nutrit harms China roses, they would not have died.",4,2,89,15,12,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,2,1
26/01/2021 18:14,26/01/2021 18:20,0,73.240.82.174,100,375,1,26/01/2021 18:20,R_T0itxDpRIl4oq2J,,,,,44.59280396,-123.2745972,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,Harvest ensured that all its buyers knew its ingredients,1,1,1,1,2,2,2,Homestead had ensured that all its buyers knew it contained hazelnuts,3,2,,,,,27,80,63,21,33,1,"
thanks",0,3,2
26/01/2021 18:41,26/01/2021 18:44,0,107.2.151.68,100,166,1,26/01/2021 18:44,R_2CkNl3NLk8vGcdR,,,,,39.75010681,-104.995697,anonymous,EN,,,Ava,,,1,1,1,2,1,they didn't take the drug,7,7,1,1,2,2,1,they didn't take the drug,7,7,50,54,73,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,0,1,1
26/01/2021 18:44,26/01/2021 18:55,0,69.47.35.104,100,621,1,26/01/2021 18:55,R_22WE3wn0qYnUSP2,,,,,41.69039917,-87.61569977,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the manager had told in their e-mail that the new flour contained walnuts, this the flour would have never been used.",1,1,1,1,2,2,2,"Anna had researched the ingredients used in the cake, she would have caught that the flour she'd planned on using contained hazelnuts. 

If the store manager had mentioned that the new flour contained hazelnuts and if Anna had read that e-mail, then that hazelnut-tainted flour would have not been used.",1,2,,,,,31,17,62,47,36,1,,0,3,2
26/01/2021 18:58,26/01/2021 19:03,0,73.134.226.135,100,300,1,26/01/2021 19:03,R_snVpLV7ZSPnw3hT,,,,,39.03390503,-77.08300018,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,"If Alex's boss would have mentioned the side effects of Splendor, the Bourbon roses would not have died.",2,2,1,1,2,2,2,"If the manager had sent a more urgent email to Bob about the China roses, the China roses would not have died.",2,2,76,15,23,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,Thanks.,0,2,1
26/01/2021 20:34,26/01/2021 20:39,0,73.110.34.59,100,314,1,26/01/2021 20:39,R_3h0cspD9FHjDjzx,,,,,41.71240234,-87.74780273,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the email would have stated it contained traces of walnuts,7,1,1,1,2,2,1,the owner would have called instead of sending an email,7,1,98,4,0,100,,,,,56,2,none,100,3,1
26/01/2021 20:12,26/01/2021 20:39,0,108.81.67.197,100,1611,1,26/01/2021 20:39,R_2ZE6f4n1XTPGWX7,,,,,30.45489502,-90.9029007,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,If the garden manager had included the information about the negative effect of the splendor the Bourbon roses would not have died,1,1,1,1,2,2,3,"If the garden manager had put the information about the Nutrit harming the roses in the email, and Bob read it, the China roses would not have died.",4,3,,,,,51,52,50,52,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,0,2,2
26/01/2021 21:37,26/01/2021 21:46,0,72.197.45.105,100,559,1,26/01/2021 21:46,R_1jZGIlamZcvI4s7,,,,,33.24209595,-117.3045044,anonymous,EN,,,,,James,1,1,1,1,5,"""Afibo"" to that patient",4,6,1,1,1,1,4,"""Corus"" to that patient",5,5,71,68,59,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,Excellent suvey,0,1,1
25/01/2021 16:11,25/01/2021 16:15,0,75.88.180.115,27,235,0,26/01/2021 22:13,R_2VyJD81jr8ahUXV,,,,,,,anonymous,EN,,,,,James,,,,,,,,,1,1,2,2,5,James would have read the email and administered the other drug instead,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
25/01/2021 15:51,25/01/2021 15:54,0,192.161.199.125,4,176,0,26/01/2021 22:13,R_2Pu6lZ3PD7invPt,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
25/01/2021 15:51,25/01/2021 15:51,0,173.171.231.228,4,41,0,26/01/2021 22:13,R_PIEmemaZJxwHoIx,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
25/01/2021 15:52,25/01/2021 15:54,0,74.131.64.193,70,143,0,26/01/2021 22:13,R_0MOlEKm6n0ZKbBL,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,3,1
